"area_code","area_type","area_name","year","period","indicator","quintile","measure","value","upper_confidence_interval","lower_confidence_interval","label_inequality","data_source"
"S12000018","Council area","Inverclyde",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",33.2,45.1,35.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",26.5,27,26,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.5,22.3,20.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.1,19.8,18.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16,16.6,15.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.1,14.8,13.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",21.4,21.7,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,0.9,0.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",17.5,18.7,16.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",34.2,43.8,38.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",27.1,27.6,26.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.9,22.7,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.7,20.4,19,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.9,17.5,16.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.7,15.4,14,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",22,22.3,21.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,0.8,0.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",17.4,18.5,16.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",33.4,42,36.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",27.8,28.2,27.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.8,22.6,21,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.2,21,19.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17,17.7,16.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.1,15.7,14.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",22.5,22.8,22.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,0.9,0.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",18.3,20.3,16.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",33.2,45.1,35.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",29,29.4,28.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.7,23.5,21.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.8,21.6,20,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17.5,18.2,16.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.6,16.3,15,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",23.4,23.7,23.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,0.9,0.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",19.4,21.6,17.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",33.3,46.2,36.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",30.5,31,30,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",23.9,24.7,23,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",22,22.8,21.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",18,18.7,17.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.7,17.4,16,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",24.7,25,24.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1,0.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",20.4,23.8,17.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",32.4,48.3,34.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",29.5,30,29,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",23.8,24.6,23,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",21.5,22.3,20.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",18.1,18.9,17.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.2,16.9,15.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",24.1,24.4,23.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,0.9,0.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",19.2,20.9,17.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",32.7,43.4,36.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",30.4,30.9,29.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",24.6,25.5,23.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",22.1,22.9,21.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",18.9,19.6,18.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.5,17.2,15.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",24.8,25.1,24.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,0.8,0.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",19.9,20.9,18.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",33.3,42.1,38.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",29.6,30,29.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",25.4,26.2,24.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",24.3,25.1,23.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",19.2,20,18.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.7,17.4,16,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",25,25.3,24.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,0.9,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",17.7,23.5,11.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",33.4,47.1,23.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",30,30.5,29.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",25.6,26.5,24.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",25.2,26.1,24.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",19.6,20.4,18.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.6,17.3,15.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",25.4,25.7,25.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",18,25.3,10.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000018","Council area","Inverclyde",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",34.7,49.7,21,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.6,24.5,22.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",19.9,20.3,19.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",17.7,18.3,17.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",14.7,15.3,14.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",12.5,13,11.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",17.8,18.1,17.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,0.9,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.7,15.3,8.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",30.1,42.8,22.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.1,23.9,22.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.3,21.8,20.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.2,18.8,17.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16,16.6,15.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13,13.6,12.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.7,19,18.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.8,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.5,14.8,8.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",30.4,39.5,22,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.1,24,22.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.4,21.8,20.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",17.9,18.4,17.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.7,16.3,15.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13.2,13.7,12.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.6,18.8,18.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.8,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.7,14,9.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",29.2,37.6,25.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.7,23.7,21.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.7,22.1,21.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.5,19,18,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",14.7,15.2,14.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.3,15,13.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.7,18.9,18.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.8,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.2,15.4,7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",23.2,41.3,18.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.5,23.4,21.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22,22.5,21.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.4,18.9,17.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",14.8,15.4,14.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.1,14.8,13.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.7,19,18.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.9,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.5,16,7.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",24.5,42.7,18.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.6,24.6,22.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.2,22.7,21.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19,19.5,18.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.5,16,15,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14,14.6,13.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",19.1,19.4,18.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.6,0.8,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.9,14.6,9.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",26.9,38.2,23.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.9,23.8,22,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.1,22.6,21.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18.9,19.4,18.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.5,16,14.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000019","Council area","Midlothian",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.2,14.8,13.6,"People","Public Health Scotland (Prescribing Information System)"
