"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval","data_source"
"S12000036","Council area","City of Edinburgh",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",61699,12.9,13,12.8,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",64247,13.4,13.5,13.3,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",67082,13.9,14,13.8,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",70194,14.5,14.6,14.4,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",72842,14.8,14.9,14.7,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",75248,15.1,15.2,15.1,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",76815,15.3,15.4,15.2,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",79039,15.7,15.8,15.6,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",81105,15.9,16,15.8,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",79903,15.6,15.7,15.5,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",84585,16.7,16.8,16.6,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",87444,17,17.1,16.9,"Public Health Scotland (Prescribing Information System)"
"S12000036","Council area","City of Edinburgh",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",88226,16.9,17,16.8,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",27447,15.8,16,15.6,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",28886,16.5,16.7,16.4,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",30143,17.3,17.4,17.1,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",31273,17.9,18.1,17.7,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",32507,18.5,18.7,18.4,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",33808,19.2,19.4,19,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",35024,19.7,19.9,19.6,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",36012,20.2,20.4,20,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",37192,20.7,20.9,20.5,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",38298,21.1,21.3,21,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",37890,20.8,21,20.7,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",38982,21.4,21.5,21.2,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",39640,21.5,21.7,21.3,"Public Health Scotland (Prescribing Information System)"
"S12000038","Council area","Renfrewshire",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",40229,21.6,21.8,21.4,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",16353,18,18.3,17.8,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",16827,18.6,18.8,18.3,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",17131,18.9,19.2,18.7,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",17601,19.6,19.8,19.3,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",18296,20.3,20.6,20.1,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",18811,20.9,21.2,20.6,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",19630,21.7,22,21.5,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20022,22.2,22.5,21.9,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20566,22.9,23.2,22.7,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20856,23.3,23.6,23,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20493,23,23.3,22.7,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",21165,23.9,24.2,23.6,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",21408,24.3,24.5,24,"Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",21513,24.2,24.5,24,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",26121,15,15.2,14.8,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",27408,15.6,15.8,15.5,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",28496,16.2,16.4,16.1,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",29994,17.1,17.3,16.9,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",31230,17.7,17.9,17.6,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",32599,18.4,18.6,18.2,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",33959,19,19.2,18.9,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",34814,19.4,19.6,19.3,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",35845,20,20.2,19.8,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",36776,20.5,20.6,20.3,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",36447,20.3,20.4,20.1,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",37978,21,21.2,20.8,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",39492,21.7,21.9,21.5,"Public Health Scotland (Prescribing Information System)"
"S12000040","Council area","West Lothian",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",40086,21.8,22,21.6,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",17262,15,15.2,14.8,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",17832,15.3,15.6,15.1,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",18526,16,16.2,15.7,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",19254,16.6,16.8,16.4,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20129,17.3,17.5,17,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",21198,18.1,18.4,17.9,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",21862,18.8,19,18.6,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",22348,19.3,19.5,19,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",23138,20,20.2,19.8,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",23733,20.5,20.8,20.3,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",23620,20.5,20.8,20.3,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",24592,21.4,21.6,21.2,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",25085,21.9,22.1,21.6,"Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",25581,22.3,22.5,22,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",25944,17.8,18,17.6,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",26864,18.2,18.4,18,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",27823,18.9,19,18.7,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",28681,19.4,19.6,19.2,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",29942,20.3,20.5,20.1,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",30868,21,21.2,20.8,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",31691,21.5,21.7,21.3,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",32434,21.9,22.1,21.7,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",33118,22.4,22.6,22.2,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",33794,22.8,23,22.6,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",32503,21.9,22.1,21.7,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",33948,23.1,23.3,22.9,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",34437,23.2,23.4,23,"Public Health Scotland (Prescribing Information System)"
"S12000042","Council area","Dundee City",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",34460,22.9,23.1,22.7,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",14273,13.6,13.8,13.4,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",15171,14.4,14.7,14.2,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",16104,15.2,15.4,15,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",16841,15.9,16.1,15.7,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",17580,16.4,16.7,16.2,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",18184,16.9,17.2,16.7,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",18794,17.4,17.7,17.2,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",19120,17.6,17.9,17.4,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",19627,18.1,18.3,17.9,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",19959,18.3,18.6,18.1,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",19345,17.8,18,17.5,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20125,18.5,18.7,18.2,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20622,18.9,19.1,18.7,"Public Health Scotland (Prescribing Information System)"
"S12000045","Council area","East Dunbartonshire",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20995,19.2,19.5,19,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",55334,15.3,15.4,15.1,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",58456,16,16.1,15.9,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",61206,16.7,16.9,16.6,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",63738,17.4,17.5,17.3,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",65719,17.9,18.1,17.8,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",68529,18.7,18.8,18.6,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",70960,19.2,19.4,19.1,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",72693,19.7,19.8,19.6,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",75040,20.3,20.4,20.2,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",77801,21,21.1,20.9,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",76121,20.5,20.7,20.4,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",79882,21.5,21.7,21.4,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",81739,22,22.1,21.9,"Public Health Scotland (Prescribing Information System)"
"S12000047","Council area","Fife",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",83034,22.2,22.4,22.1,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",18705,12.8,13,12.7,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",19707,13.4,13.6,13.2,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",20898,14.2,14.4,14,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",21727,14.8,15,14.6,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",22602,15.3,15.5,15.1,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",23765,16,16.2,15.8,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",24749,16.6,16.8,16.4,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",25643,17.1,17.3,17,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",26371,17.7,17.9,17.5,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",26793,17.9,18.1,17.7,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",26305,17.6,17.8,17.4,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",27774,18.4,18.6,18.2,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",28723,19,19.2,18.8,"Public Health Scotland (Prescribing Information System)"
"S12000048","Council area","Perth & Kinross",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",29081,19.1,19.3,18.9,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",102525,17.5,17.6,17.4,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",106516,18,18.1,17.9,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",110852,18.7,18.8,18.6,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",113763,19.2,19.3,19.1,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",117760,19.9,20,19.8,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",121943,20.5,20.6,20.4,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",125305,20.8,20.9,20.7,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",127657,21.1,21.2,21,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",131112,21.5,21.6,21.4,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2019,"2019/20 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",134000,21.8,21.9,21.7,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2020,"2020/21 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",130165,21.2,21.3,21.1,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2021,"2021/22 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",135652,22.1,22.2,22,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2022,"2022/23 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",138520,22.3,22.4,22.2,"Public Health Scotland (Prescribing Information System)"
"S12000049","Council area","Glasgow City",2023,"2023/24 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",140245,22.2,22.3,22.1,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2010,"2010/11 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",53086,15.8,15.9,15.7,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2011,"2011/12 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",55736,16.5,16.6,16.4,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2012,"2012/13 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",58437,17.3,17.4,17.2,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2013,"2013/14 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",60726,18,18.1,17.8,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2014,"2014/15 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",63591,18.8,18.9,18.7,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2015,"2015/16 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",65907,19.5,19.6,19.3,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2016,"2016/17 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",68604,20.2,20.3,20.1,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2017,"2017/18 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",69872,20.5,20.7,20.4,"Public Health Scotland (Prescribing Information System)"
"S12000050","Council area","North Lanarkshire",2018,"2018/19 financial year","Percentage","Population prescribed drugs for anxiety/depression/psychosis",72594,21.3,21.5,21.2,"Public Health Scotland (Prescribing Information System)"
